CharityName,CharityCountry,CharityCity,Topic,ProjDate,Volunteer,VolunteerCountry,VolunteerCity,URL
African Youth Mentorship Network,Rwanda,Rwanda,Education,2017-10-01,Marcin Antas,United Kingdom,Preston,https://public.tableau.com/profile/marcin.antas#!/vizhome/AfricanYouthMentorshipNetwork_0/AfricanYouthMentorshipNetwork
African Youth Mentorship Network,Rwanda,Rwanda,Education,2017-10-01,Abby O,Unknown,Unknown,https://public.tableau.com/profile/abby.o#!/vizhome/AYMN_1/Dashboard1
African Youth Mentorship Network,Rwanda,Rwanda,Education,2017-10-01,Fiona Halpin‏,Unknown,Unknown,Image only
African Youth Mentorship Network,Rwanda,Rwanda,Education,2017-10-01,Rodrigo Calloni,United States,Washington DC,https://public.tableau.com/views/AfricanYouthMentorhshipNetworkVizForSocialGood/AfricanYouthMentorhshipNetwork?:embed=y&:display_count=yes&publish=yes&:showVizHome=no
United Nations in Papua New Guinea,Papua New Guinea,Papua New Guinea,Energy/ Sustainability,2017-11-01,Lawer Akrofi,Ghana,Accra,https://public.tableau.com/profile/lawer.akrofi#!/vizhome/VizForSocialGood-PapuaNewGuinea/VizForSocialGood-PapuaNewGuinea
United Nations in Papua New Guinea,Papua New Guinea,Papua New Guinea,Energy/ Sustainability,2017-11-01,Joseph Berchmans,United States,Atlanta,https://public.tableau.com/profile/joseph.berchmans#!/vizhome/UN_SDG_PNG_2017/UNSDGPNG2017
United Nations in Papua New Guinea,Papua New Guinea,Papua New Guinea,Energy/ Sustainability,2017-11-01,Alex Jones,United Kingdom,Dalston,https://public.tableau.com/profile/jusdespommes#!/vizhome/VizForSocialGood-PNGSMSSurveyIEBEST/VizForSocialGood-PNG
United Nations in Papua New Guinea,Papua New Guinea,Papua New Guinea,Energy/ Sustainability,2017-11-01,Neil Richards,United Kingdom,Derbyshire,https://public.tableau.com/profile/neil.richards#!/vizhome/UN-PNG/Dashboard1?publish=yes
United Nations in Papua New Guinea,Papua New Guinea,Papua New Guinea,Energy/ Sustainability,2017-11-01,Michael Mixon,United States,Gig Harbor,https://public.tableau.com/views/UNPNG/UNPNGSDGSurvey?%3Aembed=y&%3Adisplay_count=yes&showVizHome=no&%3AshowVizHome=no
United Nations in Papua New Guinea,Papua New Guinea,Papua New Guinea,Energy/ Sustainability,2017-11-01,Alexandra Hanna,United Kingdom,London,https://public.tableau.com/profile/alexandra.hanna#!/vizhome/UnitedNationsinPapuaNewGuineaVizForSocialGood/IssuesandConcerns
United Nations in Papua New Guinea,Papua New Guinea,Papua New Guinea,Energy/ Sustainability,2017-11-01,Bevin Olszewski,United Kingdom,London,https://public.tableau.com/profile/bevin.olszewski#!/vizhome/UnitedNationsInPapuaNewGuinea/UnitedNationsInPapuaNewGuinea?publish=yes
United Nations in Papua New Guinea,Papua New Guinea,Papua New Guinea,Energy/ Sustainability,2017-11-01,Sarah Bartlett,United Kingdom,London,https://public.tableau.com/profile/sarah.bartlett#!/vizhome/UNinPapuaNewGuineaSDGSurveyAnalysis/Home
United Nations in Papua New Guinea,Papua New Guinea,Papua New Guinea,Energy/ Sustainability,2017-11-01,Klaus Schulte,Germany,Münster,https://public.tableau.com/profile/klaus.schulte#!/vizhome/Buch4_17/Dashboard1
United Nations in Papua New Guinea,Papua New Guinea,Papua New Guinea,Energy/ Sustainability,2017-11-01,Simon Beaumont,United Kingdom,Portsmouth,https://public.tableau.com/profile/simon.beaumont#!/vizhome/VizForSocialGood-UnitedNationsinPapuaNewGuinea/VizForSocialGood-UnitedNationsinPapuaNewGuinea
United Nations in Papua New Guinea,Papua New Guinea,Papua New Guinea,Energy/ Sustainability,2017-11-01,Chloe Tseng,United States,San Francisco,https://public.tableau.com/profile/chloetseng#!/vizhome/Test_2591/VizforSocialGoodUNPNG
United Nations in Papua New Guinea,Papua New Guinea,Papua New Guinea,Energy/ Sustainability,2017-11-01,Olivia(Yuze) Jiang‏,Unknown,Unknown,Image Only
UNICEF,United States,New York,Children and Youth,2017-12-01,Divya Bharathi,India,Bengaluru,Image & twbx file
UNICEF,United States,New York,Children and Youth,2017-12-01,Neil Richards,United Kingdom,Derbyshire,https://public.tableau.com/profile/neil.richards#!/vizhome/unicef2/unicefdashboard
UNICEF,United States,New York,Children and Youth,2017-12-01,Bevin Olszewski,United Kingdom,London,https://public.tableau.com/profile/bevin.olszewski#!/vizhome/Vizforsocialgood-UNICEF/Vizforsocialgood
UNICEF,United States,New York,Children and Youth,2017-12-01,Aida Horaniet,Luxembourg,Luxembourg,Image & twbx file
UNICEF,United States,New York,Children and Youth,2017-12-01,Simon Beaumont,United Kingdom,Portsmouth,Image & twbx file
UNICEF,United States,New York,Children and Youth,2017-12-01,Chloe Tseng,United States,San Francisco,https://public.tableau.com/views/CT_16/VizforSocialGoodUNICEF?:embed=y&:display_count=yes&publish=yes
UNICEF,United States,New York,Children and Youth,2017-12-01,Deepa Ramanathan,Unknown,Unknown,twbx file
UNICEF,United States,New York,Children and Youth,2017-12-01,Dilyana Suleymanova,Unknown,Unknown,twbx file
UNICEF,United States,New York,Children and Youth,2017-12-01,Kavya Puthuvaya,Unknown,Unknown,twbx file
UNICEF,United States,New York,Children and Youth,2017-12-01,Paula Jennings,Unknown,Unknown,Image
UNICEF,United States,New York,Children and Youth,2017-12-01,Vikram Singh,Unknown,Unknown,twbx file
UNICEF,United States,New York,Children and Youth,2017-12-01,Vrinda Khanna,Unknown,Unknown,twbx file
Tomorrow Today,United Kingdom,London,Homelessness,2018-01-01,Archana,India,Bangalore,https://public.tableau.com/profile/archanakm#!/vizhome/HomelessnessinUK2010-2016/HomelessnessinUK
Tomorrow Today,United Kingdom,London,Homelessness,2018-01-01,Kizley Benedict,India,Bangalore,https://public.tableau.com/en-us/gallery/homelessness-uk?hootPostID=2c4d506bce043ea8aba1fd2409c50a7c
Tomorrow Today,United Kingdom,London,Homelessness,2018-01-01,Mark Bradbourne,United States,Cleveland,https://public.tableau.com/profile/mark.bradbourne#!/vizhome/TomorrowToday/TOMRROWTODAY
Tomorrow Today,United Kingdom,London,Homelessness,2018-01-01,Akinwale David Shakin,United Kingdom,Liverpool,https://public.tableau.com/profile/akinwale.david.shakin#!/vizhome/HomelessnessInUK/HomelessnessinUK
Tomorrow Today,United Kingdom,London,Homelessness,2018-01-01,Bevin Olszewski‏,United Kingdom,London,https://public.tableau.com/profile/bevin.olszewski#!/vizhome/TomorrowTodayHomelessnessintheUK/TomorrowTodayandVizforSocialGood?publish=yes
Tomorrow Today,United Kingdom,London,Homelessness,2018-01-01,Nils Macher,United Kingdom,London,https://public.tableau.com/profile/nils.macher#!/vizhome/shared/56C6F7RCN
Tomorrow Today,United Kingdom,London,Homelessness,2018-01-01,Aida Horaniet,Luxembourg,Luxembourg,https://public.tableau.com/profile/aida3847#!/vizhome/HomelessnessintheUK/Dashboard1
Tomorrow Today,United Kingdom,London,Homelessness,2018-01-01,Rebecca Roland,United Kingdom,Manchester,https://public.tableau.com/profile/rebecca8495#!/vizhome/TomorrowTodayVizForSocialGood/Dashboard1
Tomorrow Today,United Kingdom,London,Homelessness,2018-01-01,Simon Beaumont,United Kingdom,Portsmouth,https://public.tableau.com/profile/simon.beaumont#!/vizhome/VizForSocialGood-PapaBaidenTomorrowToday/VizForSocialGood-PapaBaidenTomorrowToday
Tomorrow Today,United Kingdom,London,Homelessness,2018-01-01,Decisive Data,United States,Seattle,Image
Tomorrow Today,United Kingdom,London,Homelessness,2018-01-01,Hui Xiang Chua,Singapore,Singapore,https://public.tableau.com/profile/hx.chua#!/vizhome/homelessuk/Dashboard
Tomorrow Today,United Kingdom,London,Homelessness,2018-01-01,Anuj Kumar Yadav,United States,Tampa,https://public.tableau.com/profile/anuj.kumar.yadav#!/vizhome/HomelessnessinUK/TodayTomorrow
Pollicy,Uganda,Kampala,Gender Equality,2018-02-01,Amanda Patist,Netherlands,Amsterdam,https://public.tableau.com/profile/amanda.patist#!/vizhome/Theriseofthewomanofcolour/Womeninpolitics
Pollicy,Uganda,Kampala,Gender Equality,2018-02-01,Ivett Alexa,Hungary,Budapest,https://public.tableau.com/profile/yvette#!/vizhome/Womensrepresentationinpoliticsvizforsocialgood/WomeninPolitics
Pollicy,Uganda,Kampala,Gender Equality,2018-02-01,Munazzah Naeem,United Kingdom,Cambridge,https://public.tableau.com/profile/munazzah.naeem#!/vizhome/VizforSocialGood-Pollicy/Viz
Pollicy,Uganda,Kampala,Gender Equality,2018-02-01,Pamela Germain,United States,Chicago,https://public.tableau.com/profile/pamela.germain#!/vizhome/BlackHistoryMonth2018Week3-U_S_Congress/BHM2018Wk3
Pollicy,Uganda,Kampala,Gender Equality,2018-02-01,Bevin Olszewski,United Kingdom,London,https://public.tableau.com/profile/bevin.olszewski#!/vizhome/Uganda_Vote_Women_/Uganda_Vote_Women?publish=yes
Pollicy,Uganda,Kampala,Gender Equality,2018-02-01,Nils Macher,United Kingdom,London,https://public.tableau.com/profile/nils.macher#!/vizhome/NewsPapers/Womensquotes
Pollicy,Uganda,Kampala,Gender Equality,2018-02-01,Kavya Puthuvaya,United States,Minnesota,https://public.tableau.com/profile/kavyaputhuvaya#!/vizhome/VoteWomen/VoteWomen
Pollicy,Uganda,Kampala,Gender Equality,2018-02-01,Soham Wadekar,United States,New Jersey,Image
Pollicy,Uganda,Kampala,Gender Equality,2018-02-01,David Hoskins,England,Newark-on-Trent,https://public.tableau.com/profile/davidhoskins#!/vizhome/VOTEWomenPollicyvizforsocialgood/Dashboard
Pollicy,Uganda,Kampala,Gender Equality,2018-02-01,Marcela Janowska,United Kingdom,Romsey,Image
Pollicy,Uganda,Kampala,Gender Equality,2018-02-01,Decisive Data,United States,Seattle,https://blog.decisivedata.net/blog/viz-for-social-good-pollicys-vote-women-initiative
Pollicy,Uganda,Kampala,Gender Equality,2018-02-01,Hui Xiang Chua,Singapore,Singapore,https://public.tableau.com/profile/hx.chua#!/vizhome/Pollicy/Dashboard1
Pollicy,Uganda,Kampala,Gender Equality,2018-02-01,Edith Maulandi,France,Toulouse,https://emaulandi.github.io/projects/project2.html
UNSCO,Israel,Jerusalem,Human Rights,2018-03-01,Jake Carville,United Kingdom,Belfast,https://app.powerbi.com/view?r=eyJrIjoiNmI4N2VjOTctZWI5Yy00NDhiLWIwNzItNTQzYTg5NGQ2M2QxIiwidCI6IjM5MjE2N2U5LTE2MzktNGY4ZC04NzBkLTI1MjY3ZmI1ODVjYiIsImMiOjh9
UNSCO,Israel,Jerusalem,Human Rights,2018-03-01,Satish Ramakrishna,India,Bengaluru,https://public.tableau.com/profile/satishramakrishna#!/vizhome/VizForSocialGood-VulnerableGroupsInPalestine/VULNERABLEGROUPSINPALESTINE
UNSCO,Israel,Jerusalem,Human Rights,2018-03-01,Dilyana Suleymanova,Germany,Berlin,https://public.tableau.com/profile/dilyana2344#!/vizhome/VizforSocialGood_ChildreninPalestina/Dashboard5?publish=yes
UNSCO,Israel,Jerusalem,Human Rights,2018-03-01,Louise Shorten,Ireland,Dublin,https://public.tableau.com/profile/louise.shorten#!/vizhome/VizForSocialGood_UNSCO/Visualisation
UNSCO,Israel,Jerusalem,Human Rights,2018-03-01,Ironside,United States,Lexington,https://public.tableau.com/profile/ironside#!/vizhome/UNSCO_MEPPVulnerablePopulations/UNSCO_MEPP
UNSCO,Israel,Jerusalem,Human Rights,2018-03-01,Andries Jonniaux,Germany,Munich,https://public.tableau.com/profile/andries.jonniaux#!/vizhome/UNSCO-MiddleEastPeaceProcess-vulnerablegroups/Marriagereasons?publish=yes
UNSCO,Israel,Jerusalem,Human Rights,2018-03-01,Soham Wadekar,United States,New Jersey,https://public.tableau.com/profile/soham.wadekar#!/vizhome/VizforsocialgoodUNSCO-MiddleEastPeaceProcess/VizforSocialGoodVulnerableGroups?publish=yes
UNSCO,Israel,Jerusalem,Human Rights,2018-03-01,Simon Beaumont,United Kingdom,Portsmouth,https://public.tableau.com/profile/simon.beaumont#!/vizhome/VizForSocialGood-UNCSOPalestinianTerritoriesVulnerableGroups/UNCSO-PalestinianTerritoriesVulnerableGroupsLandingPage?:SHOWVIZHOME=NO
UNSCO,Israel,Jerusalem,Human Rights,2018-03-01,Jessica Scheible,United States,Richmond,https://public.tableau.com/profile/jessica7519#!/vizhome/PalestineSurveysDashboard/AdolescentDashbaord
UNSCO,Israel,Jerusalem,Human Rights,2018-03-01,Jessica Hamel,United States,Santa Cruz,https://jessihamel.github.io/palestine_un/
UNSCO,Israel,Jerusalem,Human Rights,2018-03-01,Decisive Data,United States,Seattle,https://public.tableau.com/profile/decisive.data4949#!/vizhome/UNSCO-VizforSocialGood/UNSCO
UNSCO,Israel,Jerusalem,Human Rights,2018-03-01,Hui Xiang Chua,Singapore,Singapore,https://public.tableau.com/profile/hx.chua#!/vizhome/VulnerableGroupsPalestine/Main
UNSCO,Israel,Jerusalem,Human Rights,2018-03-01,Tristan Guillevin,France,Strasbourg,https://public.tableau.com/profile/guillevin#!/vizhome/shared/2KCH9PSQR
UNSCO,Israel,Jerusalem,Human Rights,2018-03-01,Valerie Mais,Canada,Toronto,https://public.tableau.com/profile/valerie1556#!/vizhome/VulnerableOfPalestine/Dashboard1?publish=yes
UNSCO,Israel,Jerusalem,Human Rights,2018-03-01,Wei Lu,Unknown,Unknown,https://datastudio.google.com/u/0/reporting/1pJASEjppLgh8LXldZABQ7TOiq4OIAG34/page/xpuP
Dear Tech People,United States,San Francisco,Gender Equality,2018-04-01,Mike Mainzer,United States,Atlanta,https://public.tableau.com/profile/mike.mainzer#!/vizhome/VizForSocialGoodDearTechPeople_0/Dashboard1
Dear Tech People,United States,San Francisco,Gender Equality,2018-04-01,Harpreet Ghuman,United States,Baltimore,https://public.tableau.com/profile/datactician#!/vizhome/DataDiversity/DiversityinTech
Dear Tech People,United States,San Francisco,Gender Equality,2018-04-01,Mariona Banyeres,Spain,Barcelona,https://public.tableau.com/profile/mariona.banyeres#!/vizhome/TestViz_13/Dashboard3
Dear Tech People,United States,San Francisco,Gender Equality,2018-04-01,Bamby Gassama,Germany,Berlin,https://public.tableau.com/profile/bamby#!/vizhome/DTPdash/Dashboard1
Dear Tech People,United States,San Francisco,Gender Equality,2018-04-01,Mike DiPalma,United States,Boston ,https://public.tableau.com/profile/mike.dipalma#!/vizhome/VizForSocialGoodDearTechPeople/DearTechPeople?publish=yes
Dear Tech People,United States,San Francisco,Gender Equality,2018-04-01,Dorian Banutoiu,Romania,Bucharest,https://public.tableau.com/profile/dorian.barosan#!/vizhome/DearTechPeople1/Dashboard1
Dear Tech People,United States,San Francisco,Gender Equality,2018-04-01,Ivett Kovacs,Hungary,Budapest,https://public.tableau.com/profile/yvette#!/vizhome/GenderEthnicDisparitiesinTechCompanies/GenderEthnicdisparitiesinTechCompanies
Dear Tech People,United States,San Francisco,Gender Equality,2018-04-01,Paula Jennings,Canada,Calgary,https://public.tableau.com/profile/jpaula5153#!/vizhome/test4_54/DearTechPeople
Dear Tech People,United States,San Francisco,Gender Equality,2018-04-01,Munazzah Naeem,United Kingdom,Cambridge,https://public.tableau.com/profile/munazzah.naeem#!/vizhome/DearTechPeople_6/Viz
Dear Tech People,United States,San Francisco,Gender Equality,2018-04-01,Rebeca Pop,United States,Chicago,https://public.tableau.com/profile/rebeca5072#!/vizhome/DearTechPeople-VizForSocialGood/Dashboard?publish=yes
Dear Tech People,United States,San Francisco,Gender Equality,2018-04-01,Neil Richards,United Kingdom,Derbyshire,https://public.tableau.com/profile/neil.richards#!/vizhome/deartech/Dashboard2?publish=yes
Dear Tech People,United States,San Francisco,Gender Equality,2018-04-01,Jeff Kritzman,United States,Iowa City,https://public.tableau.com/profile/jeff.kritzman#!/vizhome/deartechpeople2/DearTechPeople2
Dear Tech People,United States,San Francisco,Gender Equality,2018-04-01,Aparna Nelapati,United States,Irving,https://public.tableau.com/profile/aparna8072#!/vizhome/DiffBetweenMaleFemaleinTechnology/Dashboard1
Dear Tech People,United States,San Francisco,Gender Equality,2018-04-01,Jack Sandom,United Kingdom,London,https://public.tableau.com/profile/jack.sandom#!/vizhome/VizforSocialGood-GenderEquality/Dashboard?publish=yes
Dear Tech People,United States,San Francisco,Gender Equality,2018-04-01,Aida Horaniet,Luxembourg,Luxembourg,https://public.tableau.com/profile/aida3847#!/vizhome/DearTechPeopleVizforSocialGood/DashboardPpal
Dear Tech People,United States,San Francisco,Gender Equality,2018-04-01,Olga Drath,Australia,Melbourne,https://public.tableau.com/profile/vizdrath#!/vizhome/deartechpeople_3/Dashboard1?publish=yes
Dear Tech People,United States,San Francisco,Gender Equality,2018-04-01,Alejandrina Patrón,United States,New York,https://apatronl.github.io/DearTechPeople/
Dear Tech People,United States,San Francisco,Gender Equality,2018-04-01,Suraj Shah,United States,Phoenix,https://public.tableau.com/profile/surajshah212#!/vizhome/VizForSocialGoodDiversityinTech/Dashboard
Dear Tech People,United States,San Francisco,Gender Equality,2018-04-01,Isaac Lambert,United States,San Francisco,https://public.tableau.com/profile/isaac.lambert3827#!/vizhome/DearTechPeople-VizforSocialGood/DearTechPeopleViz
Dear Tech People,United States,San Francisco,Gender Equality,2018-04-01,Kaori Tanaka,Japan,Shibuya,https://public.tableau.com/profile/kaori#!/vizhome/DearTechPeople2/RankingCorrelationBetweenTitles?publish=yes
Dear Tech People,United States,San Francisco,Gender Equality,2018-04-01,Hui Xiang Chua,Singapore,Singapore,https://public.tableau.com/profile/hx.chua#!/vizhome/DearTechPeople_2/Dashboard?publish=yes
Dear Tech People,United States,San Francisco,Gender Equality,2018-04-01,Yoshitaka Arakawa,Singapore,Singapore,https://public.tableau.com/profile/yoshitaka6076#!/vizhome/VizforSocialGood-DearTechPeople/Dashboard1?publish=yes
Dear Tech People,United States,San Francisco,Gender Equality,2018-04-01,Azusa Maei,Japan,Tokyo,https://public.tableau.com/profile/azusa.maei#!/vizhome/DeartechpeopleVizforSocialGood/VizforSocialGood
Dear Tech People,United States,San Francisco,Gender Equality,2018-04-01,Satoshi Ganeko,Japan,Tokyo,https://public.tableau.com/profile/satoshi.ganeko#!/vizhome/SocialGoodDiversityRank/Dashboard
Dear Tech People,United States,San Francisco,Gender Equality,2018-04-01,Yasushi Ishikawa,Japan,Tokyo,https://public.tableau.com/profile/yasushi.ishikawa#!/vizhome/Hackathon_v2/RolexRace
Dear Tech People,United States,San Francisco,Gender Equality,2018-04-01,Edith Visualize,France,Toulouse,https://emaulandi.github.io/vizforsocialgood-dtp-may18/index.html
Dear Tech People,United States,San Francisco,Gender Equality,2018-04-01,Marcin Antas,United Kingdom,Preston,https://public.tableau.com/profile/marcin.antas#!/vizhome/DearTechPeople100Ranking/Dashboard3
Dear Tech People,United States,San Francisco,Gender Equality,2018-04-01,Marcin Antas,United Kingdom,Preston,https://public.tableau.com/profile/marcin.antas#!/vizhome/DearTechPeople100Ranking/Dashboard3
Dear Tech People,United States,San Francisco,Gender Equality,2018-04-01,Keith Dykstra,United States,Washington DC,https://public.tableau.com/profile/keith.dykstra#!/vizhome/TechPeoplev3/DearTechPeople
Dear Tech People,United States,San Francisco,Gender Equality,2018-04-01,Mary Zam,Unknown,Unknown,https://maryzam.github.io/dear-tech-people-viz/
Dear Tech People,United States,San Francisco,Gender Equality,2018-04-01,Michael Aschauer,Unknown,Unknown,https://backface.github.io/dear_tech_people/
Dear Tech People,United States,San Francisco,Gender Equality,2018-04-01,Arash Shadkam,Canada,Vancouver,https://public.tableau.com/profile/arash5324#!/vizhome/GenderandRaceDiversityintheTechIndustry/GenderandRaceDiversity
Dear Tech People,United States,San Francisco,Gender Equality,2018-04-01,Liyang Wang,Canada,Vancouver,https://public.tableau.com/profile/liyang.wang6330#!/vizhome/VizforSocialGood_techdiversity/VizForSocialGood
Dear Tech People,United States,San Francisco,Gender Equality,2018-04-01,Erin Simpler Kellett,United States,Washington DC,https://public.tableau.com/profile/esimpler#!/vizhome/DearTechPeople_5/DearTechPeopleCompanyExplorer
Dear Tech People,United States,San Francisco,Gender Equality,2018-04-01,Chantilly Jaggernauth,United States,Washington DC,https://public.tableau.com/profile/chantilly.jaggernauth#!/vizhome/PercentofFemalesinLeadershipandTech/DearTechPeople
Dear Tech People,United States,San Francisco,Gender Equality,2018-04-01,Dan Angelelli,United States,Washington DC,https://public.tableau.com/profile/daniel.angelelli#!/vizhome/VFSG_DearTechPeople_DA/Infographic
IOM,Switzerland,Geneva,Human Rights,2018-06-01,Sema Karan,Netherlands,Amsterdam,https://public.tableau.com/profile/sema.karan#!/vizhome/VizForSocialGoodHumanTrafficking/Dashboard1
IOM,Switzerland,Geneva,Human Rights,2018-06-01,Basavaraj Goni,India,Bangalore,https://public.tableau.com/profile/basavaraj.goni#!/vizhome/WIP_55/HumanTrafficking
IOM,Switzerland,Geneva,Human Rights,2018-06-01,Sue Grist,United States,Chantilly,https://public.tableau.com/profile/sue.grist#!/vizhome/HumanTrafficking_11/HelpVictimsofHumanTrafficking
IOM,Switzerland,Geneva,Human Rights,2018-06-01,Francis John,India,Chennai,https://public.tableau.com/profile/francis1782#!/vizhome/HumanTrafficking_10/HumanTrafficking?publish=yes
IOM,Switzerland,Geneva,Human Rights,2018-06-01,Pamela Germain,United States,Chicago,https://public.tableau.com/profile/pamela.germain#!/vizhome/HumanTrafficking-ModernDaySlavery/HumanTrafficking-ModernDaySlavery
IOM,Switzerland,Geneva,Human Rights,2018-06-01,Peiyun (Sherry) Shen,United States,Columbia ,https://public.tableau.com/profile/peiyun.shen#!/vizhome/GlobalhumanTrafficking/GlobalHumanTrafficking
IOM,Switzerland,Geneva,Human Rights,2018-06-01,Neil Richards,United Kingdom,Derbyshire,https://public.tableau.com/profile/neil.richards#!/vizhome/trafficking_3/HumanTrafficking
IOM,Switzerland,Geneva,Human Rights,2018-06-01,Louise Shorten,Ireland,Dublin,https://public.tableau.com/profile/louise.shorten#!/vizhome/VizforSocialGood-IOMCTDC/VizForSocialGood_v3
IOM,Switzerland,Geneva,Human Rights,2018-06-01,Ironside,United States,Lexington,https://public.tableau.com/profile/ironside?utm_campaign=Agile%20Analytics&utm_content=74806750&utm_medium=social&utm_source=twitter#!/vizhome/CTDCDashboard_0/CTDCDashboard
IOM,Switzerland,Geneva,Human Rights,2018-06-01,Nathaniel Balston,United Kingdom,London,https://public.tableau.com/profile/nathaniel.balston#!/vizhome/Humantraffickingnetworks/HumanTraffickingNetworks
IOM,Switzerland,Geneva,Human Rights,2018-06-01,Pablo Gomez,United Kingdom,London,https://public.tableau.com/profile/pablolgomez#!/vizhome/VizforSocialGood-HumanTrafficking/HumanTrafficking
IOM,Switzerland,Geneva,Human Rights,2018-06-01,Sarah Bartlett,United Kingdom,London,https://public.tableau.com/profile/sarah.bartlett#!/vizhome/SharingStoriesofHumanTrafficking/Trafficking
IOM,Switzerland,Geneva,Human Rights,2018-06-01,Aida Horaniet,Luxembourg,Luxembourg,https://public.tableau.com/profile/aida3847#!/vizhome/Counter-TraffickingDataCollaborativeProject/Dashboard1
IOM,Switzerland,Geneva,Human Rights,2018-06-01,Kimly Scott,Australia,Melbourne,https://public.tableau.com/profile/kimly.scott#!/vizhome/TheCounter-TraffickingDataCollection/Whoarethevictimsoftrafficking
IOM,Switzerland,Geneva,Human Rights,2018-06-01,Núria Macià,United States,New York,https://public.tableau.com/profile/nuriamacia#!/vizhome/HumanTrafficking_12/HTVictims
IOM,Switzerland,Geneva,Human Rights,2018-06-01,Alex Rivera,United States,Seattle ,https://public.tableau.com/profile/alex.rivera#!/vizhome/Counter-TraffickingDataCollaborative/Counter-TraffickingDataCollaborative
IOM,Switzerland,Geneva,Human Rights,2018-06-01,Yoshitaka Arakawa,Singapore,Singapore,https://public.tableau.com/profile/yoshitaka6076#!/vizhome/VizforSocialGood-InternationalOrganisationforMigration/Dashboard?publish=yes
IOM,Switzerland,Geneva,Human Rights,2018-06-01,Kazuki OGIWARA,Japan,Tokyo,https://kaz-ogiwara.github.io/works/viz4socialgood/
IOM,Switzerland,Geneva,Human Rights,2018-06-01,Satoshi Ganeko,Japan,Tokyo,https://public.tableau.com/profile/satoshi.ganeko#!/vizhome/CTDCData1/CTDC?publish=yes
IOM,Switzerland,Geneva,Human Rights,2018-06-01,Yasushi Ishikawa,Japan,Tokyo,https://public.tableau.com/profile/yasushi.ishikawa#!/vizhome/IOM_Global_Exploitation_v3/Dashboard2?publish=yes
IOM,Switzerland,Geneva,Human Rights,2018-06-01,Keith Dykstra,United States,Washington DC,https://public.tableau.com/profile/keith.dykstra#!/vizhome/47102FacesofHumanTraffickingFinal/Story1?publish=yes
UNDP,United States,New York,Crisis,2018-07-01,Anna H. Dzikowska,Poland,Bydgoszcz,https://public.tableau.com/profile/anna.h.dzikowska#!/vizhome/vizforsocialgood-CRDNigeria2017/CRDNigeria2017
UNDP,United States,New York,Crisis,2018-07-01,Thiago Andrade,Canada,Halifax,https://public.tableau.com/profile/thiago.andrade3442#!/vizhome/UNDPCrisisRiskDashboard/UNDPCrisisRiskDashboard
UNDP,United States,New York,Crisis,2018-07-01,Rahul Singh,India,Hyderabad,https://public.tableau.com/profile/singhrahul#!/vizhome/VizforSG/PoliticalViolenceFatalities?publish=yes
UNDP,United States,New York,Crisis,2018-07-01,Jeff Kritzman,United States,Iowa City,https://public.tableau.com/profile/jeff.kritzman#!/vizhome/UnitedNationsDevelopmentProgramme/CrisisRiskDashboard-Sahel
UNDP,United States,New York,Crisis,2018-07-01,Alexander,Russia,Kazan,https://public.tableau.com/profile/alexandervar#!/vizhome/RisksofCrisesintheMiddleandWesternAfrica/RisksofCrises
UNDP,United States,New York,Crisis,2018-07-01,Aga Kreglewska,United Kingdom,London,https://public.tableau.com/profile/aga.kreglewska#!/vizhome/UNDP_0/SahelCrisisDashboard
UNDP,United States,New York,Crisis,2018-07-01,Jeremy Kneebone,United Kingdom,London,https://public.tableau.com/profile/jeremy.kneebone#!/vizhome/PoliticalViolenceinvolvingBokoHaram/BokoHaramDashboard?publish=yes
UNDP,United States,New York,Crisis,2018-07-01,Nisa Mara,United Kingdom,London,https://public.tableau.com/profile/nisamara#!/vizhome/RiskDashboard-INFORM/RiskDashboard
UNDP,United States,New York,Crisis,2018-07-01,Tony Hoad,United Kingdom,London,https://public.tableau.com/profile/tony.hoad#!/vizhome/PoliticalViolenceintheSahel-UNDevelopmentProgramme/PoliticalViolence
UNDP,United States,New York,Crisis,2018-07-01,Silvia Romanelli,France,Paris,https://public.tableau.com/profile/silvia3187#!/vizhome/RiskofcrisesintheSahelregion/Dashboard1
UNDP,United States,New York,Crisis,2018-07-01,Gwendoline Tan,Singapore,Singapore,https://public.tableau.com/profile/gwennisme#!/vizhome/ConflictsinSahelRegion/Dashboard1
UNDP,United States,New York,Crisis,2018-07-01,Hui Xiang Chua,Singapore,Singapore,https://public.tableau.com/profile/hx.chua#!/vizhome/CrisisRiskDashboard/Africa
UNDP,United States,New York,Crisis,2018-07-01,Meera Losani Umasankar,Singapore,Singapore,https://public.tableau.com/profile/meera6133#!/vizhome/VizForSocialGood_1/AfricanCrisisWatch
UNDP,United States,New York,Crisis,2018-07-01,Miko Tan,Singapore,Singapore,https://public.tableau.com/profile/miko.tan#!/vizhome/VizForSocialGoodUNDPCrisisRiskDashboard/CRDDashboard
UNDP,United States,New York,Crisis,2018-07-01,Ratnesh Pandey,Singapore,Singapore,https://public.tableau.com/profile/ratnesh2928#!/vizhome/VIolanceInSahel/ViolenceinSAHEL
UNDP,United States,New York,Crisis,2018-07-01,Yee JunHan,Singapore,Singapore,https://public.tableau.com/profile/yee.junhan#!/vizhome/CrisisRiskDashboardandIndex/CrisisRiskDashboard
UNDP,United States,New York,Crisis,2018-07-01,Brenden Goetz,United States,South Bend,https://interworks.com/blog/bgoetz/2018/09/12/viz-for-social-good-united-nations-development-program/
